address	averagePriceTip	deliveryTimeTip	deliveryType	discounts2	distance	minPriceTip	monthSalesTip	mtWmPoiId	origin_shipping_fee_tip	picUrl	poiTypeIcon	poi_name	shippingFeeTip	shipping_time	shopName	status	statusDesc	wmPoiScore
"兴宁街与清真街交叉口东南150米（清真街中段）"	人均 ¥24	30分钟	1		551m	起送 ¥0	月售2000	928779290962996		http://p1.meituan.net/waimaipoi/1812b0f44a028e43bf5ab23f45f3976f23166.jpg		昌宁人民医院	配送 ¥3	10:00-19:30	阿九手抓饭	1		46
"保山市昌宁县田园镇文昌社区居民委员会兴宁街北段西侧、环城北路北侧"	人均 ¥28	30分钟	1	"[ { ""info"" : ""折扣商品7折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.2km	起送 ¥0	月售1000	889944196698037		http://p0.meituan.net/waimaipoi/0ab4b58773cfaa38537802787672702411812.jpg		昌宁人民医院	配送 ¥3	09:30-22:30	必来客	1		47
"田园镇文昌社区居民委员会隆祥花园1栋三单元201（文昌街）"	人均 ¥17	30分钟	1	"[ { ""info"" : ""满20减4;满40减8"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.3km	起送 ¥0	月售1000	948141003523741		http://p1.meituan.net/waimaipoi/8d8d467b72529e0a3d1058a96ccd59dd133118.jpg		昌宁人民医院	配送 ¥3	10:00-20:00	凉拌伴小屋	1		44
"田园镇丽兰酒店下50米"		30分钟	1	"[ { ""info"" : ""满20减3;满30减4;满50减8"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.6km	起送 ¥0	月售800	860639634846697		http://p0.meituan.net/wmproduct/925e4ec9fccbb4ab97b609b2c832f17a625004.jpg		昌宁人民医院	配送 ¥3	09:00-21:00	昌宁风味饭店	1		41
066乡道东200米	人均 ¥17	30分钟	1	"[ { ""info"" : ""满20减6;满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.9km	起送 ¥0	月售2000	1053629695269899		http://p1.meituan.net/waimaipoi/b76717fef0b60e1816533bf2eff42cf728492.jpg		昌宁人民医院	配送 ¥3	10:00-20:30	河东食府	1		48
"兴宁街116号"	人均 ¥46	30分钟	1		1.3km	起送 ¥0	月售300	888363648731972		http://p1.meituan.net/waimaipoi/7fad3d30ab5db4af447a72b8038b406319773.jpg		昌宁人民医院	配送 ¥3	10:00-21:00	老字号胖子麻辣（昌宁店）	1		41
"田园镇文昌社区居民委员会右甸北路（城北加油站斜对面）"	人均 ¥17	30分钟	1	"[ { ""info"" : ""满20减6;满40减8"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.5km	起送 ¥15	月售600	857087696855771		http://p0.meituan.net/waimaipoi/071e4a15ef6dae12d464655eea28720845056.jpg		昌宁人民医院	配送 ¥3	07:30-22:20	清真正宗兰州拉面	1		42
"达丙街66号"	人均 ¥25	30分钟	1	"[ { ""info"" : ""满20减10;满50减25;满70减35"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.67折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.0km	起送 ¥0	月售500	846384638348108		http://p0.meituan.net/business/ec6f691ca5607ab9205c218acbe21a0e23214.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,09:30-23:59	魔力玛卡水晶冒菜（干锅鸡干锅虾）	1		37
"田园镇兴宁街中段"	人均 ¥13	30分钟	1		1.3km	起送 ¥0	月售2000	853162096784372		http://p1.meituan.net/waimaipoi/9e1f0545d1a67cd199a03dfc9e0aecb3120417.jpg		昌宁人民医院	配送 ¥3	09:40-22:30	吾饮良品（文昌街店）	1		49
"田园镇文昌社区居民委员会福慧路（隆祥花园18-15）"		30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.7km	起送 ¥0	月售68	1063095803223367		http://p1.meituan.net/waimaipoi/eef2e0b595dcce461a52ef8a4389465e32347.jpg		昌宁人民医院	配送 ¥3	07:00-20:00	金星青真牛肉饭店	1		0
"隆祥花园5-015-02"	人均 ¥58	30分钟	1		1.4km	起送 ¥0	月售200	951808905608353		http://p0.meituan.net/waimaipoi/309f6c5cb7fdf74ac51b8434fbac489a26000.jpg		昌宁人民医院	配送 ¥3	00:00-01:30,09:00-23:59	蟹逅	1		50
"田园镇滨河路以西、文昌路以南（湿地公园红绿灯路口）"	人均 ¥15	30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.1km	起送 ¥0	月售700	894737380164460		http://p1.meituan.net/wmproduct/ffa24a11c71e6695adb4b81fac1e0bb7682112.jpg		昌宁人民医院	配送 ¥3	09:20-20:30	老双嫂二中鸡脚温凉米线（湿地公园店）	1		44
"田园镇环城北路南侧（228省道思源学校对面）"		30分钟	1	"[ { ""info"" : ""满30减4;满60减8"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.4km	起送 ¥0	月售300	1111676178332411		http://p0.meituan.net/waimaipoi/e2cedc729f509508ca504566e8f8746c24188.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,10:00-23:59	入里今碗饭店	1		50
"保山市昌宁县田园镇文昌社区居民委员会云舒居商铺33号"		30分钟	1	"[ { ""info"" : ""折扣商品8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.2km	起送 ¥0	月售200	944035014791479		http://p0.meituan.net/waimaipoi/61bf971bd9090dad8f4e6e00d79ed90124800.jpg		昌宁人民医院	配送 ¥3	11:00-21:30	桃子小姐（昌宁店）	1		46
"富德广场"	人均 ¥31	30分钟	1	"[ { ""info"" : ""折扣商品9.2折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.2km	起送 ¥0	月售300	944498871273533		http://p1.meituan.net/waimaipoi/50a30edad19b9ada0a8f034fdb1a7e1823830.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,10:00-23:59	兵锅锅胖子极品冒菜	1		48
"滨河盛景7-9号"	人均 ¥33	30分钟	1	"[ { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.2km	起送 ¥0	月售100	1001342763416578		http://p0.meituan.net/waimaipoi/60a42c963680b669b8921fda6e0f1e8f44908.jpg		昌宁人民医院	配送 ¥3	09:30-20:40	三顾冒菜	1		43
"云南省保山市昌宁县田园镇达丙社区宝达路安置区39号(鑫发钢材下20米）"	人均 ¥22	30分钟	1	"[ { ""info"" : ""满20减6;满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.33折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.3km	起送 ¥0	月售1000	1038412626133623		http://p1.meituan.net/waimaipoi/3e48d0a31a4507279cf0969315a8f0fe15739.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,09:10-23:59	百聚坊餐厅	1		43
"云南省保山市昌宁县田园镇环城北路(云舒居安置区47号)"	人均 ¥42	40分钟	0	"[ { ""info"" : ""满60减3;满90减6;满120减9;满150减12;满180减15"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品0.02折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 }, { ""info"" : ""领6元券"", ""iconUrl"" : ""http://p1.meituan.net/activityconfig/3fc360f1c726e7148380f4c77fa303fd1475.png"", ""promotionType"" : 2, ""activityId"" : 103 }, { ""info"" : ""实际支付1元返10元商家代金券"", ""iconUrl"" : ""http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png"", ""promotionType"" : 2, ""activityId"" : 100 }, { ""info"" : ""本店支持开发票，开票金额0元起"", ""iconUrl"" : ""http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png"", ""promotionType"" : 2, ""activityId"" : -2 } ]"	2.3km	起送 ¥30	月售200	927469325955470		http://p0.meituan.net/waimaipoi/a509dde6e4c1ab105d4e6d664da5fcf127068.jpg		昌宁人民医院	配送 ¥4	00:00-01:00,16:00-23:59	堕落小龙虾(湿地公园店)	1		49
"云南的省保山市昌宁县田园镇滨河路西侧、文昌路南侧（滨河盛景7-4号）"	人均 ¥28	30分钟	1	"[ { ""info"" : ""满40减12;满80减24"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.5折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.2km	起送 ¥0	月售400	930346954001143		http://p1.meituan.net/waimaipoi/b6dc15ef0e7785e07d27b28ec18380af19734.jpg		昌宁人民医院	配送 ¥3	10:00-21:00	瑞丽小吃	1		46
"宁和苑3号"	人均 ¥22	30分钟	1		634m	起送 ¥0	月售1000	985631773045980		http://p1.meituan.net/waimaipoi/95aa3d847ed4eb5b8070cb00765cbcd323022.jpg		昌宁人民医院	配送 ¥3	08:00-23:59	波澜阁	1		42
"昌宁县田园镇环城北路与兴宁街交汇处（富德广场四幢1068号）"	人均 ¥20	30分钟	1	"[ { ""info"" : ""满20减6;满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.4km	起送 ¥0	月售1000	1035882890437988		http://p0.meituan.net/waimaipoi/5df50808143ef9b63a7c40b0b5e1bbb8118728.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,10:00-23:59	姬大妈（昌宁店）	1		42
"田园镇兴宁街北段西侧红房子旁"		20分钟	0	"[ { ""info"" : ""折扣商品8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.0km	起送 ¥0	月售100	1117843751355150		http://p1.meituan.net/waimaipoi/c0eae65d23d0404ce151dd761dd7303943291.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,09:00-23:59	我家酸菜鱼	1		43
"右甸南路与清真街交叉口东50米"	人均 ¥29	30分钟	1	"[ { ""info"" : ""满20减1;满30减3;满60减8"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	971m	起送 ¥0	月售300	1115125037044565		http://p1.meituan.net/waimaipoi/6277f8bbf81b9b879bf88d2c852e7f7728220.jpg		昌宁人民医院	配送 ¥3	08:00-23:59	小莲饭店	1		42
"云南省保山市昌宁县田园镇紫檀水岸"		30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.0km	起送 ¥0	月售27	933074258279277		http://p1.meituan.net/waimaipoi/83865c6cf276b6f9f338f2fbe4ffd72654177.jpg		昌宁人民医院	配送 ¥3	08:00-21:00	滇悦美小吃（昌宁店）	1		0
"云南省保山市昌宁县田园镇兴宁街60号"		30分钟	1	"[ { ""info"" : ""满20减5;满40减10"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	504m	起送 ¥0	月售100	955369433493426		http://p1.meituan.net/waimaipoi/29f78209205d6c68b59d58b776a5ee9230208.jpg		昌宁人民医院	配送 ¥3	08:30-23:30	香辣虾.品味干锅	1		41
"山水田园"		30分钟	1		528m	起送 ¥0	月售36	968245745434765		http://p0.meituan.net/waimaipoi/c2eb525da93198c0e56fd7b4585cd2729825.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,09:00-15:00,16:00-23:59	董记万州烤鱼董记烤鱼昌宁店	1		0
"田园清真街71号"	人均 ¥15	30分钟	1		450m	起送 ¥0	月售400	1086116827895651		http://p0.meituan.net/waimaipoi/9628409142f0db826a8df370d62dcf7126308.jpg		昌宁人民医院	配送 ¥3	11:00-20:00	老字号保山豆粉	1		45
"田园镇宝丰路"	人均 ¥20	30分钟	1	"[ { ""info"" : ""满20减2;满40减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.1km	起送 ¥0	月售800	937154477168973		http://p1.meituan.net/waimaipoi/37ec5057ae2f148e730be18efe5cca3d19517.jpg		昌宁人民医院	配送 ¥3	07:30-20:00	老字号大排砂锅米线	1		45
"云南省保山市昌宁县田园镇文昌街北侧32号"	人均 ¥15	30分钟	1	"[ { ""info"" : ""满30减3;满40减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.5km	起送 ¥0	月售1000	1084081013433433		http://p0.meituan.net/waimaipoi/c9f30f0cf7046dbe0bd9547f91c3789149841.jpg		昌宁人民医院	配送 ¥3	07:00-22:00	腾冲味道（盖饭炒饭）	1		45
"昌宁县田园镇文昌街下段"	人均 ¥17	30分钟	1	"[ { ""info"" : ""满20减2;满30减3;满40减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.5km	起送 ¥0	月售1000	1028950813244788		http://p0.meituan.net/waimaipoi/48351e9180f4c2ba504e226a48ffec7167786.jpg		昌宁人民医院	配送 ¥3	07:00-22:00	欣然小吃	1		45
"田园镇右甸东路"		30分钟	1	"[ { ""info"" : ""满20减6;满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.1km	起送 ¥0	月售400	1050056282493973		http://p0.meituan.net/waimaipoi/184539a999158b5e888bbdf38ea6061d19513.jpg		昌宁人民医院	配送 ¥3	09:00-22:00	再-就-业-食馆	1		48
"田园镇宝丰路北段西侧"	人均 ¥18	30分钟	1	"[ { ""info"" : ""满20减10;满40减18"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品7.99折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.1km	起送 ¥0	月售1000	963598590851105		http://p0.meituan.net/waimaipoi/feebba97124d8c70f8077868aa5ba0a921532.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,07:00-23:59	南云上品瓦香鸡米饭（三中店）	1		40
"田园镇关庙社区居民委员会清真街"	人均 ¥18	30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	541m	起送 ¥0	月售300	946951297576299		http://p0.meituan.net/waimaipoi/62803312ddcc2f76cd89c4b942494af69341.jpg		昌宁人民医院	配送 ¥4	00:00-02:00,10:00-23:59	暴走小吃	1		36
"云南省保山市昌宁县田园镇文昌街北侧"	人均 ¥32	30分钟	1		1.5km	起送 ¥0	月售300	971917942475525		http://p1.meituan.net/waimaipoi/af90bf5069f92f29f73e32a849b3a67639940.jpg		昌宁人民医院	配送 ¥3	09:02-23:58	一品坊鸭脖(文昌街店）	1		48
"云南省保山市昌宁县田园镇小铺子坡坡脚（右甸东路）"	人均 ¥33	30分钟	1		1.0km	起送 ¥0	月售300	1021657958723336		http://p0.meituan.net/waimaipoi/5f6ac430058fd876ceaabd41bb52855278971.jpg		昌宁人民医院	配送 ¥3	08:30-19:30	果木碳烤鸭（小铺子坡店）	1		50
"云南省保山市昌宁县田园镇滨河路以西、文昌路以南（滨河盛景1栋2号）"	人均 ¥18	30分钟	1	"[ { ""info"" : ""满20减1;满50减3"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.3km	起送 ¥0	月售700	1098477743795925		http://p0.meituan.net/waimaipoi/b0de7550614b17412e546678905ca41c68196.jpg		昌宁人民医院	配送 ¥3	08:30-22:00	乐源良品（原乐源杯）	1		45
"福惠路茶悦酒店旁"		30分钟	1	"[ { ""info"" : ""满60减15;满100减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.0km	起送 ¥0	月售31	1042071938315638		http://p1.meituan.net/waimaipoi/cf991898f29930e91a32b494b418285c24735.jpg		昌宁人民医院	配送 ¥3	09:00-21:00	虹轩家常菜	1		0
"田园镇文昌街"	人均 ¥14	30分钟	1	"[ { ""info"" : ""满25减1;满45减2"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.7km	起送 ¥0	月售1000	918510024172100		http://p1.meituan.net/waimaipoi/235347fa2e670727afb1cc8b2d3b8c9e12998.jpg		昌宁人民医院	配送 ¥3	07:20-12:30,16:30-23:59	腾越小吃店	1		44
"田园镇新城路西侧"	人均 ¥37	30分钟	1		1.2km	起送 ¥0	月售200	847733258080612		http://p1.meituan.net/waimaipoi/dfa42ae9e9ee560db6cbe50ae7378d4218872.jpg		昌宁人民医院	配送 ¥3	09:00-12:00,12:00-18:00,18:00-23:55	绝味	1		44
"宝达路1号"		30分钟	1	"[ { ""info"" : ""满20减5;满40减10"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	731m	起送 ¥0	月售200	950073738812075		http://p0.meituan.net/waimaipoi/845213804531b9acc9ab26e25f27efad85557.jpg		昌宁人民医院	配送 ¥3	08:30-21:00	伊香阁回族食馆	1		42
"滨河路北段西侧"	人均 ¥15	30分钟	1		2.1km	起送 ¥0	月售900	941466624353833		http://p0.meituan.net/waimaipoi/b9ce6b9ede4e34b1c7ab34098eea5ba752415.jpg		昌宁人民医院	配送 ¥3	07:30-20:00	品和美食城（臭豆腐小锅米线）	1		43
"云南省保山市昌宁县田园镇福惠路以西(隆祥花园第16幢第1单元第1层17号)"	人均 ¥12	30分钟	1	"[ { ""info"" : ""满30减2"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.7km	起送 ¥0	月售800	937291916163775		http://p0.meituan.net/business/1b943ed1f1daf0516816344016dd94cc898729.jpg		昌宁人民医院	配送 ¥3	07:00-20:00	小锅米线	1		45
"清真街与滨河西路交叉口西100米"	人均 ¥25	30分钟	1	"[ { ""info"" : ""满40减2;满60减3;满100减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	457m	起送 ¥0	月售400	948926982554228		http://p0.meituan.net/waimaipoi/b9c037065d0d49e2d6ba3e9e5eea07c522439.jpg		昌宁人民医院	配送 ¥3	10:00-20:30	隔锅香（炒饭盖饭）	1		43
"田园镇富德广场"	人均 ¥14	30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.9km	起送 ¥0	月售700	1103764848545285		http://p0.meituan.net/business/9d66408a925016a98716d0571d7e92671330451.jpg		昌宁人民医院	配送 ¥3	00:00-03:50,09:00-23:59	港派汉堡	1		46
"田园镇滨河路南段西侧21号"	人均 ¥23	30分钟	1	"[ { ""info"" : ""折扣商品9.8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	405m	起送 ¥0	月售300	859106331490769		http://p0.meituan.net/waimaipoi/b20fed8783d469ae16023829c6f381cb29367.jpg		昌宁人民医院	配送 ¥3	10:00-21:00	腾乡傣味撒撇（清真街店）	1		47
"昌宁县田园镇右甸东路"		30分钟	1	"[ { ""info"" : ""折扣商品9.8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	962m	起送 ¥0	月售600	961957913304906		http://p1.meituan.net/business/0208709f111f4096faeeb0a9bf92de5e124302.jpg		昌宁人民医院	配送 ¥3	09:20-21:00	老字号砂锅饭(炒饭）	1		45
"田园镇龙井社区居民委员会右甸北路（仁德医院一楼）"	人均 ¥35	30分钟	1	"[ { ""info"" : ""折扣商品9.5折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.5km	起送 ¥0	月售200	986099924472390		http://p0.meituan.net/waimaipoi/bad491dea84b4622904abd309f0353cb22298.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,07:00-23:59	湘邵铁板鱿鱼	1		45
"田园镇达丙社区居民委员会达丙街"		30分钟	1		1.7km	起送 ¥0	月售100	1065990611181013		http://p0.meituan.net/business/147aca89675f28bdfd9ede03eccbc7ac1028712.jpg		昌宁人民医院	配送 ¥4	07:00-23:00	正宗北京果木炭烤鸭（达丙街四十米大街头店）	1		40
"云南省保山市昌宁县田园镇文昌路南侧，福慧路西侧（雄达，明丰苑）"	人均 ¥18	30分钟	1	"[ { ""info"" : ""满50减2;满100减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.3km	起送 ¥0	月售400	913901524259583		http://p1.meituan.net/waimaipoi/55ac7a495fa97d16e0c79946801d711e39661.jpg		昌宁人民医院	配送 ¥3	09:00-21:00	六子東北饺子馆	1		44
"宝丰社区居民委员会"		30分钟	1		1.6km	起送 ¥0	月售200	1055742819227153		http://p0.meituan.net/waimaipoi/d2c6d899c4a37707e018735eed208c8221512.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,08:00-19:00,19:30-23:59	激情一元烧	1		0
"田园镇新城路东侧"	人均 ¥15	30分钟	1	"[ { ""info"" : ""满25减15"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品5折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.1km	起送 ¥0	月售300	964500533985064		http://p0.meituan.net/waimaipoi/eaefe3e3f7c5c85bd43c6eb358bc3c1e113947.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,10:00-23:59	大嘴巴烤肉拌饭脆皮鸡饭	1		43
"云南省保山市昌宁县田园镇武华路20号"	人均 ¥25	30分钟	1	"[ { ""info"" : ""满20减3;满30减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	401m	起送 ¥0	月售100	988681199840400		http://p0.meituan.net/waimaipoi/6f074b1242fcb175153d6dabdd45ace916610.jpg		昌宁人民医院	配送 ¥3	00:00-01:00,09:00-19:00,20:30-23:59	十点半烧烤	1		0
"云南省保山市昌宁县田园镇文昌路北侧"		30分钟	1	"[ { ""info"" : ""满25减3;满40减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9.43折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.7km	起送 ¥0	月售500	1059539570304623		http://p0.meituan.net/waimaipoi/d3e455b73ae3fdfc7df5c92b8d8cb72623727.jpg		昌宁人民医院	配送 ¥3	07:20-19:25	弥勒卤鸡米线（昌宁店）	1		46
