Address,Price,livingArea,bedrooms,bathroom
['740 Brookline Dr SE'],['1500'],"['1868', '1868', '\\""1', '1292', '1218', '1090', '1150', '1171', '1218', '1085', '1218', '3987', '2169', '1750', '1546', '800', '1566', '1732', 'null']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '5', '4', '3', '4', '1', '3', '3', 'null']","['1', '1', '1', '2', '2', '2', '2', '2', '2', '2', '2', '3', '3', '2', '2', '1', '2', '2.5', 'null']"
['459 Glenwood Ave SE'],['1675'],"['1200', '1200', '\\""1', '714', '714', '714', '714', '714', '714', '1000', '714', '1735', '675', '1602', '3929', '1456', '2243', '2088', 'null']","['2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '0', '3', '5', '2', '0', '3', '0']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '3', '1', 'null', '2', 'null']"
['Cypress St NE'],['1725'],"['null', 'null', 'null', '870', '712', '436', '783', '776', '866', '795', 'null', '1981', '1081', '710', '1271', 'null', '877', '710']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', 'null', '2', '2', '1', '2', 'null', '1', '1']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', 'null', '2.5', '2', '1', '2', 'null', '1', '1']"
['Salt Springs Pl'],['1150'],"['1120', '1120', '\\""1', 'null', '1232', '1232', '1232', '1234', '1248', '1232', '1232']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['1.5', '1.5', '2', '2', '1.5', '1.5', '2', '1.5', '1.5', '1.5', '1.5']"
['2950 Martin Luther King Jr Dr SW'],['850'],"['960', '960', '\\""960 sqft\\""', '960', 'null', '900', '1000', '1100', 'null', '7000', 'null']","['2', '2', '2', '2', 'null', '2', '2', '2', 'null', '0', 'null']","['1', '1', '1', '1', 'null', '1', '1', '1', 'null', '2', 'null']"
['1476 Kenwood Ave NW'],['1750'],"['1150', '1150', '\\""1', '1072', '1200', '859', '810', '1087', '810', '810', '859', '1950', '1784', '1000', '700', '656', '1013', '3588', '5795']","['2', '2', '2', '2', '2', '1', '1', '1', '1', '1', '1', '2', '3', '2', '1', '2', '3', '5', '6']","['1', '1', '1', '2', '2', '1', '1', '1', '1', '1', '1', '1.5', '2', '1', '1', '1', '2', '3', '6']"
['385 10th St NE'],['1800'],"['2673', '2673', '\\""2', '1464', '1600', '1700', '1800', '1450', '1468', '1700', '1468', '6156', '754', '1096', '1096', 'null', '900', '900', '900']","['1', '1', '1', '2', '3', '2', '2', '1', '1', '2', '1', 'null', '2', '2', '2', '2', '2', '2', '2']","['1', '1', '1', '2', '2.5', '2', '2', '1', '1', '2', '1', 'null', '1', '2', '2', '1', '1', '1', '1']"
['195 Randolph St NE'],['1400'],"['750', '750', '\\""750 sqft\\""', '750', '750', 'null', '850', 'null', '773', '773', '828', '750', '750', '750', '750', '750', '750', '750', '750']","['2', '2', '2', '2', '2', '2', '2', '2', '1', '1', '1', '2', '2', '2', '2', '2', '2', '2', '2']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
[],[],[],[],[]
[],[],[],[],[]
['3180 Mathieson Dr NE'],['3200'],"['1271', '1271', '\\""1', '979', '818', '818', '888', '767', '815', '836', '784', '2910', '1014', '1368', '1527', '1368', '1368', '1014', '1271']","['2', '2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '3', '1', '2', '2', '2', '2', '1', '2']","['2', '2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '2.5', '1', '2', '2', '2', '2', '1', '2']"
['1006 Chastain Park Ct NE'],['1550'],"['930', '930', '\\""930 sqft\\""', '766', '771', '771', '766', '852', '771', '652', '771', '1246', '504', '690', '690', '690', '690', '690', '690']","['2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1']","['2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1']"
['6405 Rex Ln'],['1459'],"['661', '661', '\\""661 sqft\\""', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","['1', '1', '1', 'null', 'null', 'null', 'null', 'null', 'null', 'null', '4']","['1', '1', '1', 'null', 'null', 'null', 'null', 'null', 'null', 'null', '3.5']"
['2383 Peachwood Cir NE'],['1350'],"['2079', '2079', '\\""2', '1100', '1500', '2773', '900', '1210', '1100', '1100', 'null', '900']","['1', '1', '1', '2', '3', '4', '2', '2', '2', '2', '1', '3']","['1.5', '1.5', '2', '2', '2', '5', '2', '1.5', '1.5', '1.5', '1', '2']"
['538 Telfair Ct'],['1200'],"['1065', '1065', '\\""1', '1050', '1285', '2392', '2169', '1050', '2165', '1000', 'null', '2170']","['2', '2', '2', '2', '3', '4', '4', '2', '4', '2', '0', '0']","['1.5', '1.5', '2', '1.5', '2', '4', '4', '1.5', '4', '1.5', 'null', 'null']"
[],[],[],[],[]
['2515 Leeshire Rd'],['1350'],"['1044', '1044', '\\""1', '1080', '2400', '1080', '1080', '1927', '1886', '1545', '1785']","['2', '2', '2', '2', '5', '2', '2', '3', '3', '2', '3']","['2', '2', '2', '1.5', '3', '1', '1', '2', '2', '2', '2']"
['3481 Fox St'],['1050'],"['750', '750', '\\""750 sqft\\""', '669', '707', '707', '707', '755', '755', '739', '763', '750', '750', '750', '650', '650', '950', '950', '950']","['2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '2', '1', '1', '2', '2', '2']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
['576 Wedgewood Dr'],['1600'],"['2675', '2675', '\\""2', '1378', '1400', '2292', '1335', '1618', '1492', '1500', '2483', '1456', '1816']","['2', '2', '2', '2', '2', '4', '2', '4', '3', '2', '4', '3', '4']","['2', '2', '2', '2.5', '2', '4', '2', '3', '2', '2', '4', '2', '3']"
['2221 Spring Creek Rd'],['1100'],"['700', '700', '\\""700 sqft\\""', '2250', '2115', '2205', '2407', '2972', '1625', '3037', '2639']","['1', '1', '1', '3', '3', '3', '4', '5', '3', '5', '3']","['1', '1', '1', '3', '2', '2.5', '3', '3.5', '2', '2.5', '3']"
['Arbor Creek Ln'],['1250'],"['1300', '1300', '\\""1', '1352', '1327', '1352', '1352', '1263', '1190', '1190', '890', '2533', '2748', '2748', '1300', '2695', '2563', '2858', '2619']","['2', '2', '2', '2', '2', '2', '2', '3', '2', '2', '1', '4', '4', '4', '2', '4', '4', '4', '3']","['1', '1', '1', '2', '2.5', '2', '2', '2', '2.5', '2.5', '1', '3.5', '3.5', '3.5', '1', '2.5', '3.5', '3', '2.5']"
['1106 Grovehurst Dr'],[],"['1237', '1237', '\\""1', 'null', '1784', '1476', '1266', '1476', '1266', 'null', '1038']","['2', '2', '2', '7', '3', '3', '2', '3', '2', 'null', '1']","['2', '2', '2', 'null', '2', '2', '2', '2', '2', 'null', '1']"
['3400 Spain Rd'],['1500'],"['600', '600', '\\""600 sqft\\""', '3428', '2716', '2520', 'null', '1008', '1908', '3057', '2417']","['1', '1', '1', '4', '4', '4', '4', '3', '3', '4', '4']","['1', '1', '1', '3', '3', '3', '3', '1', '2', '4', '2.5']"
['1069 Laurel Ln NW'],['925'],"['1892', '1892', '\\""1', '1100', '950', '1892', '1892', '1492', '1492', '1350', '1892', '1200', '1040']","['3', '3', '3', '3', '2', '3', '3', '4', '3', '3', '2', '2', '3']","['2', '2', '2', '1.5', '1', '2', '2', '2', '2', '2', '2', '2.5', '2']"
['3354 Cruse Rd'],['1350'],"['1340', '1340', '\\""1', '2400', 'null', '2350', '1600', '1704', '1724', '1440', '1308']","['3', '3', '3', '2', 'null', '6', '3', '2', '2', '3', '2']","['2', '2', '2', '2.5', 'null', '2', '2', '2', '2', '3', '3']"
['2415 Lawrenceville Hwy'],['1000'],"['900', '900', '\\""900 sqft\\""', '832', '1100', '636', '636', '636', '636', '636', '636', '900', '636']","['2', '2', '2', '2', '2', '1', '1', '1', '1', '1', '1', '2', '1']","['2', '2', '2', '1', '2', '1', '1', '1', '1', '1', '1', '2', '1']"
['4333 Dunwoody Park'],['1095'],"['756', '756', '\\""756 sqft\\""', '761', '960', '795', '756', '756', '756', '756', '756', '736', '736', '736', '736', '736', '1072', '1072', '960']","['1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '2']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '1']"
['703 River Run Dr'],['1150'],"['835', '835', '\\""835 sqft\\""', '834', '834', '1059', '982', '982', '982', '982', '982', '845', '1123', '719', '723', '1123', '775', '775', '858']","['1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2', '1', '0', '1', '1', '1', '1']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1']"
['1032 Standard Dr NE'],['2000'],"['2248', '2248', '\\""2', '1447', '1447', '1447', '1447', '1447', '1208', '1208', '1208', '1000', '2248', '1052', '4456', '4502', '4502', '4350', '1310']","['3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '2', '3', '6', 'null', '4', '5', '4', '6', 'null']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1', '3', 'null', '5', '6', '6', '5', 'null']"
['3003 Henderson Mill Rd'],['2200'],"['700', '700', '\\""700 sqft\\""', '1330', '1330', '1330', '1330', '990', '1230', '1230', '919', '1810', '1200', '1876', '1810', '1820', '2775', '2831', '2000']","['2', '2', '2', '3', '3', '3', '3', '2', '2', '2', '2', '0', '3', '4', '0', '3', '4', '4', '3']","['1', '1', '1', '2', '2', '2', '2', '1', '2', '2', '1', '1', '2', '2', '1', '2', '2.5', '3', '2']"
['5095 Roswell Rd'],['1700'],"['null', 'null', '1201', '1201', '1201', '1201', '1201', '1378', '1250', '1378', '994', '1188', '994', '1188', '1162', '1162', '995', '1203']","['3', '3', '3', '2', '2', '2', '2', '2', '3', '3', '3', '2', '3', '2', '3', '3', '2', '2', '3']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
['11539 Park Woods Cir'],['1500'],"['1190', '1190', '\\""1', '1038', '952', '1038', '866', '1150', '866', '866', '696', 'null', 'null', '3167', '2668', '3408', '2797', 'null', '2772']","['5', '5', '5', '2', '1', '2', '1', '2', '1', '1', '1', 'null', 'null', '5', '4', '4', '4', 'null', '4']","['1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', 'null', 'null', '5', '3', '4', '3', 'null', '3']"
['917 Wentworth Ct'],['1275'],"['880', '880', '\\""880 sqft\\""', '880', '950', '950', '827', '827', '827', '1254', '937', '950', '950', 'null', '950', '950', '880', '880', '880']","['2', '2', '2', '2', '2', '3', '2', '2', '2', '3', '2', '3', '3', '2', '3', '3', '2', '2', '2']","['2', '2', '2', '2', '2', '2', '1', '1', '1', '2', '1', '2', '2', '2', '2', '2', '2', '2', '2']"
[],[],[],[],[]
[],[],[],[],[]
['2407 Grovehurst Dr'],[],"['1237', '1237', '1237', '1038', '1237', '4680', '1237', '3940', '4800', '3305', '4511', '3833', 'null', '4734', '3750', '7500', '4148']","['2', '2', '2', '1', '2', '6', '2', '5', '6', '5', '4', '4', 'null', '5', '6', '6', '5']","['2', '2', '2', '1', '2', '5', '2', '4', '5', '4.5', '3.5', '3.5', 'null', '5', '5', '7', '5']"
['2301 Grovehurst Dr'],[],"['1038', '1038', '1237', '1237', '1237', '4680', '1237', '4800', '4511', '3940', '3305', '3833', 'null', '4734', '3750', '3864', '4148']","['1', '1', '2', '2', '2', '6', '2', '6', '4', '5', '5', '4', 'null', '5', '6', '4', '5']","['1', '1', '2', '2', '2', '5', '2', '5', '3.5', '4', '4.5', '3.5', 'null', '5', '5', '3', '5']"
[],[],[],[],[]
['708 Parkaire Xing'],['1650'],"['1624', '1624', '\\""1', '1624', '1624', '1624', '1624', '1624', '1484', '1484', '1624', '1624']","['3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '3', '3']","['2', '2', '2', '2', '2.5', '2', '2', '2', '3', '3', '2', '2']"
['Par Four Way'],['1100'],"['1480', '1480', '\\""1', '1202', '1300', '2168', '1202', '1202', '1202', '1202', '1202', '1202', '1202', '1202']","['3', '3', '3', '3', '3', '3', '2', '3', '2', '2', '2', '3', 'null', 'null']","['2', '2', '2', '2', '2', '2.5', '2', '2', '2', '2', '2', '2', 'null', 'null']"
['120 Hidden Falls Ln'],['1495'],"['1000', '1000', '\\""1', '1000', '5702', '3577', '3522', '3186', '1916', '4360', '4922']","['1', '1', '1', '1', '4', '5', '4', '3', '3', '6', '4']","['1', '1', '1', '1', '5', '3.5', '5', '2.5', '2.5', '5', '3.5']"
['1632 Paces Commons Dr'],['1375'],"['1106', '1106', '\\""1', '801', '1174', '1292', '1174', '1292', '1174', '1292', '1292', '1433', '1433', '1071', '803', '1270', '803', '1071', '803']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '3', '3', '2', '1', '2', '1', '2', '1']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1', '1', '2', '1', '1', '1']"
['211 Mill Pond Rd'],['1750'],"['1444', '1444', '\\""1', '1014', '1014', '1014', '1014', '1014', '1014', '1014', '1014', '1314', '2021', '1822', '1314', '1822', '1444', '1444', '1444']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '4', '3', '2', '3', '2', '2', '2']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
['2 Sycamore Ln'],['1512'],"['1266', '1266', '\\""1', 'null', '-1', '1200', '1208', '1648', '2533', '11758', '4064']","['2', '2', '2', 'null', '3', '2', '2', '3', '4', '0', '0']","['2', '2', '2', 'null', '3', '2', '2', '2', '4', 'null', 'null']"
['3125 Colonial Way'],['923'],"['768', '768', '\\""768 sqft\\""', '1024', '1200', '825', '960', '960', '768', 'null', '1024', '960']","['1', '1', '1', '2', '2', '1', '2', '2', '1', '1', '2', '2']","['1', '1', '1', '1.5', '1.5', '1', '2', '2', '1', '1', '2', '1.5']"
['1377 Linkwood Ln'],['1865'],"['1600', '1600', '\\""1', '1100', '1608', '1776', '1541', '1272', '1503', '2616', '1564', '1323']","['3', '3', '3', '2', '3', '3', '3', '3', '3', '4', '3', '3']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '3', '2', '3']"
['3607 Woodbriar Cir'],['950'],"['693', '693', '\\""693 sqft\\""', '1242', '1242', '1242', '1242', '1242', '1242', '1400', '1247']","['1', '1', '1', '3', '3', '3', '2', '3', '3', '3', '3']","['1', '1', '1', '2', '2', '2', '2', '2', '2', '2', '2']"
['601 Sandringham Dr'],['1500'],"['1212', '1212', '\\""1', '1238', '1088', '1088', '1088', '1088', '1088', '1348', '1348', '1321', '2087', '1800', '763', '1320', '763', '941', '1166']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '3', '2', '1', '2', '1', '1', '1']","['2', '2', '2', '2', '1', '1', '1', '1', '1', '2', '2', '2', '3', '2', '1', '2', '1', '1', '1']"
['210 Davenham Ct'],['1800'],"['1300', '1300', '\\""1', '2618', 'null', '2422', 'null', '4419', '3432', '2654', '2714']","['2', '2', '2', '5', '5', '4', 'null', '5', '4', '4', '4']","['1', '1', '1', '3.5', '3.5', '2.5', 'null', '4', '3.5', '2.5', '2.5']"
['3607 Roxboro Rd NE'],['1150'],"['825', '825', '\\""825 sqft\\""', '1200', '924', '811', '1095', '1146', '811', '707', '662', '925', '825', '825', '825', '825', '925', '825', '825']","['2', '2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '2', '2', '2', '2', '2', '2', '2', '2']","['1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
['4161 Riverlook Pkwy SE'],['1600'],"['1587', '1587', '\\""1', '1587', '988', '1140', '1567', '1084', '1164', '1164', '1272', '1140', '1308']","['3', '3', '3', '3', '2', '2', '3', '1', '1', '1', '2', '2', '2']","['2', '2', '2', '2', '2', '2', '2', '1', '1', '1', '2', '2', '2']"
[],[],[],[],[]
['1274 Maple Dr SW'],['1150'],"['null', 'null', 'null', '1878', '1245', '1678', '1500', '1494', '1367', '1626']","['2', '2', '2', '2', '4', '3', '2', '3', '3', '3', '3']","['1', '1', '1', '1', '2', '2', '2', '2', '2', '2', '2']"
['Five Forks Trickum Rd SW'],['1400'],"['900', '900', '\\""900 sqft\\""', '3406', '3500', 'null', '3878', '3908', '3405', '3068', 'null']","['1', '1', '1', '3', '5', 'null', '4', '4', '3', '3', 'null']","['1', '1', '1', '4', '4', 'null', '4', '3', '4', '4', 'null']"
['3445 Stratford Rd NE'],['2500'],"['1776', '1776', '\\""1', '1303', '1303', '972', '1363', '988', '988', '1016', '1016', '972', '880', '1303', '1434', '1303', '972', '1303', '1776']","['1', '1', '1', '1', '1', '1', '2', '2', '2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '2']","['1', '1', '1', '1', '1', '1', '2', '2', '2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '2']"
['3251 Oakbrook Ln'],['1700'],"['null', 'null', '1600', '1957', '505', '2020', '1271', '1391', '1152', '1245', '1625']","['3', '3', '3', '3', '0', '0', '3', '4', '3', '3', '3', '3']","['2', '2', '2', '2', 'null', '1', '2', '2', '3', '2', '2', '2']"
['5490 Atlanta Hwy'],['5500'],"['4100', '4100', '\\""4', 'null', '1136', '1396', '2450', '15240', '1087', '11880', 'null']","['0', '0', '0', 'null', '2', '2', '1', '2', '3', '6', 'null']","['2', '2', '2', 'null', '1', '1', '0.5', '0.5', '1', '1.5', 'null']"
['879 Perennial Dr'],['2250'],"['1570', '1570', '\\""1', '1109', '1002', '1032', '840', '2046', '1856', '1570', '1856', '928', '1160', '2046', '1679']","['2', '2', '2', '2', '2', '2', '1', '3', '3', '2', '3', '3', '2', '3', '3']","['3', '3', '3', '2', '2', '2', '1', '3', '3', '2.5', '3', '3', '2', '3', '3']"
['303 Brittingham Ct'],['1685'],"['1476', '1476', '\\""1', '1476', '1476', '1266', '1476', '1237', '1266', '1266', '1266', '1476', '1237', '1237', '1237', '1266', '1038', '1476', '3999']","['3', '3', '3', '3', '3', '2', '3', '2', '2', '2', '2', '3', '2', '2', '2', '2', '1', '3', '4']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1', '2', '3.5']"
['903 Grovehurst Dr'],['1450'],"['1237', '1237', '\\""1', '1237', '1237', '1237', '1266', '1237', '1266', '1266', '1266', '1266', '1237', '1476', '1237', '1237', '1476', '1476', '1784']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '3', '2', '2', '3', '3', '3']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
['115 Paces Commons Dr'],['1200'],"['801', '801', '\\""801 sqft\\""', '1106', '1174', '1174', '1174', '1174', '1174', '1174', '1292', 'null', '803', '1106', '1129', '1106', '1129', '1071', 'null']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1', '1', '2', '2', '2', '2', '2', '2']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1', '1', '2', '2', '2', '2', '1', '2']"
['1106 Riverview Dr SE'],['1685'],"['1587', '1587', '\\""1', '1587', '988', '1507', '1437', '1437', '1039', '1511', '1511', '1039', '1039']","['3', '3', '3', '3', '2', '2', '2', '2', '2', '3', '2', '2', '2']","['2', '2', '2', '2', '2', '2', '2', '2', '1', '2', '2', '1', '1']"
[],[],[],[],[]
['2408 Grovehurst Dr'],[],"['1237', '1237', '\\""1', '1237', '1038', '1237', '4680', '3940', '1237', '3305', '4800']","['2', '2', '2', '2', '1', '2', '6', '5', '2', '5', '6']","['2', '2', '2', '2', '1', '2', '5', '4', '2', '4.5', '5']"
['Peachtree Rd NE'],['2350'],"['1245', '1245', '\\""1', '4565', '3738', 'null', 'null', '3800', '2393', '5062', '3647']","['2', '2', '2', '5', '4', 'null', 'null', '5', '3', '4', '4']","['2', '2', '2', '6', '5', 'null', 'null', '5', '2', '5', '4.5']"
['3864 Harts Mill Ln NE'],['484500'],"['1150', '1150', '2368', '2370', '3234', '2242', '2726', '2788', '4400', '3543', '3690', '2418', '988', '3281', '2358', '3234', '3082', '1500']","['2', '2', '4', '4', '4', '4', '4', '3', '4', '3', '5', '4', 'null', '4', '4', '4', '5', '0']","['2', '2', '2.5', '4', '4', '3', '2.5', '3', '4', '3', '3', '3', '0.5', '3', '3.5', '2.5', '4', 'null']"
['4007 Seven Hills Trl'],['1445'],"['2004', '2004', '\\""2', '2004', '1594', '1774', '2178', '1337', '1771', '1699', '1869']","['3', '3', '3', '3', '4', '3', '3', '5', '3', '3', '4']","['2', '2', '2', '1', '2', '2', '2.5', '3', '2.5', '2', '2']"
['1307 Natchez Trce'],['1349'],"['1126', '1126', '\\""1', '1126', '1250', '1075', '1250', '1250', '1250', '1075', '1250', '1100', '1100', '1100', '1126', '1100', '1100', '1100', '1102']","['2', '2', '2', '2', '2', '1', '2', '2', '2', '1', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['1', '1', '1', '1', '2', '1', '2', '2', '2', '1', '2', '2', '2', '2', '1', '2', '2', '1.5', '2']"
['Sheree Trl'],['800'],"['null', 'null', '1915', '2118', '2040', '1441', '1624', '1961', '1964', '1575']","['1', '1', '1', '3', '3', '3', '3', '3', '3', '3', '3']","['1', '1', '1', '3', '2', '2', '2', '2', '2', '3', '2']"
['3534 Pittard Rd'],['1200'],"['2212', '2212', '\\""2', '1674', '1008', '2304', '1600', '1712', '20000', '902', '1408']","['2', '2', '2', '5', '3', '3', 'null', '3', '6', '2', '3']","['1', '1', '1', '2', '1', '2', 'null', '2', '4', '2', '2']"
['Thornwell Dr NE'],['1900'],"['1500', '1500', '\\""1', '1160', '2248', 'null', '1208', '1208', '1160', '1057', '1208', '3128', '5000', '3496', '4375', '3800', '1715', '3392', '2955']","['2', '2', '2', '2', '3', '2', '2', '2', '2', '2', '2', '5', '5', '4', '4', '4', '3', '4', '4']","['1', '1', '1', '2', '2', '2', '2', '2', '2', '1', '2', '4', '6', '4.5', '4.5', '4', '2', '4.5', '2.5']"
